,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
511,15,15,0.9,150000,5,neyman,30,"             0                geometry  comuna    values   sigma_i  region
53385    53385  POINT (77.296 109.249)       0  3.030860  1.870427      47
87472    87472  POINT (69.407 112.137)       0  3.030860  1.870427      47
83742    83742   POINT (82.098 53.791)       0  3.030860  1.870427      47
29843    29843   POINT (76.539 71.087)       0  3.030860  1.870427      47
68270    68270   POINT (92.420 92.991)       0  3.030860  1.870427      47
...        ...                     ...     ...       ...       ...     ...
102302  102302  POINT (57.884 142.702)       4  3.027223  1.941358      40
107678  107678   POINT (6.422 117.988)       4  3.027223  1.941358      40
142275  142275  POINT (61.569 127.913)       4  3.027223  1.941358      40
14733    14733  POINT (67.206 138.945)       4  3.027223  1.941358      40
50828    50828  POINT (13.035 153.529)       4  3.027223  1.941358      40

[3540 rows x 6 columns]","[20.0, 14.0, 24.0, 24.0, 22.0, 20.0, 32.0, 15.0, 23.0, 22.0, 22.0, 22.0, 14.0, 19.0, 30.0, 16.0, 28.0, 15.0, 22.0, 33.0, 17.0, 25.0, 19.0, 20.0, 15.0, 43.0, 29.0, 25.0, 28.0, 30.0, 28.0, 22.0, 21.0, 20.0, 25.0, 18.0, 15.0, 14.0, 21.0, 26.0, 21.0, 18.0, 30.0, 28.0, 18.0, 31.0, 28.0, 21.0, 18.0, 16.0, 14.0, 20.0, 20.0, 44.0, 21.0, 29.0, 28.0, 30.0, 25.0, 25.0, 18.0, 16.0, 25.0, 14.0, 27.0, 18.0, 21.0, 20.0, 16.0, 20.0, 18.0, 17.0, 38.0, 16.0, 29.0, 23.0, 14.0, 17.0, 24.0, 27.0, 16.0, 15.0, 20.0]",0.13333333333333333,0.3688888888888889
512,15,15,0.9,150000,5,neyman,50,"             0                geometry  comuna    values   sigma_i  region
29344    29344   POINT (86.994 51.920)       0 -0.453915  1.402864      23
65493    65493   POINT (83.828 82.310)       0 -0.453915  1.402864      23
18473    18473   POINT (88.538 79.230)       0 -0.453915  1.402864      23
40334    40334   POINT (56.610 80.894)       0 -0.453915  1.402864      23
136967  136967   POINT (44.418 75.884)       0 -0.453915  1.402864      23
...        ...                     ...     ...       ...       ...     ...
110744  110744  POINT (46.178 122.978)       4 -1.407724  2.072731      21
145190  145190  POINT (30.265 103.665)       4 -1.407724  2.072731      21
60890    60890  POINT (25.090 120.104)       4 -1.407724  2.072731      21
68475    68475  POINT (58.436 136.827)       4 -1.407724  2.072731      21
38287    38287  POINT (25.668 130.113)       4 -1.407724  2.072731      21

[2343 rows x 6 columns]","[29.0, 38.0, 26.0, 37.0, 35.0, 45.0, 30.0, 60.0, 34.0, 31.0, 37.0, 19.0, 59.0, 43.0, 34.0, 37.0, 34.0, 25.0, 29.0, 35.0, 27.0, 65.0, 40.0, 23.0, 25.0, 44.0, 39.0, 34.0, 34.0, 36.0, 27.0, 50.0, 24.0, 25.0, 37.0]",0.2222222222222222,0.15555555555555556
513,15,15,0.9,150000,5,neyman,100,"             0                geometry  comuna    values   sigma_i  region
134600  134600   POINT (81.185 53.068)       0  0.725681  1.409146       6
55975    55975   POINT (56.666 89.052)       0  0.725681  1.409146       6
59959    59959   POINT (73.525 71.170)       0  0.725681  1.409146       6
62602    62602  POINT (62.902 102.135)       0  0.725681  1.409146       6
57101    57101   POINT (44.198 89.646)       0  0.725681  1.409146       6
...        ...                     ...     ...       ...       ...     ...
9017      9017   POINT (0.295 157.087)       4 -0.006550  1.813390       3
23301    23301  POINT (25.477 142.904)       4 -0.006550  1.813390       3
91252    91252   POINT (18.473 94.293)       4 -0.006550  1.813390       3
130825  130825  POINT (53.158 145.684)       4 -0.006550  1.813390       3
25144    25144  POINT (42.715 108.830)       4 -0.006550  1.813390       3

[2666 rows x 6 columns]","[134.0, 47.0, 41.0, 78.0, 36.0, 34.0, 40.0, 102.0, 96.0, 36.0, 80.0, 39.0, 49.0, 95.0, 106.0, 60.0, 88.0, 51.0, 102.0, 53.0, 87.0, 37.0]",0.4444444444444444,0.09777777777777778
514,15,15,0.9,150000,5,neyman,150,"             0                geometry  comuna    values   sigma_i  region
119693  119693   POINT (41.939 72.421)       0 -1.792124  1.992136      14
65885    65885   POINT (59.943 92.277)       0 -1.792124  1.992136      14
126086  126086   POINT (78.419 71.629)       0 -1.792124  1.992136      14
47951    47951   POINT (83.333 89.676)       0 -1.792124  1.992136      14
1553      1553  POINT (69.579 103.151)       0 -1.792124  1.992136      14
...        ...                     ...     ...       ...       ...     ...
124424  124424  POINT (59.764 123.846)       4 -4.870895  2.215121      12
125819  125819  POINT (25.317 151.737)       4 -4.870895  2.215121      12
51248    51248  POINT (33.880 157.369)       4 -4.870895  2.215121      12
39617    39617   POINT (17.082 87.399)       4 -4.870895  2.215121      12
81291    81291  POINT (38.486 147.149)       4 -4.870895  2.215121      12

[3740 rows x 6 columns]","[77.0, 122.0, 125.0, 70.0, 115.0, 98.0, 90.0, 152.0, 85.0, 78.0, 84.0, 121.0, 89.0, 146.0, 89.0, 112.0, 106.0, 99.0, 102.0]",0.6666666666666666,0.08444444444444445
515,15,15,0.9,150000,5,proportional,25,"             0                geometry  comuna    values   sigma_i  region
55571    55571   POINT (83.527 88.602)       0  2.580909  2.089211      25
149773  149773  POINT (73.997 119.287)       0  2.580909  2.089211      25
19791    19791   POINT (67.066 53.400)       0  2.580909  2.089211      25
141058  141058   POINT (85.631 70.369)       0  2.580909  2.089211      25
4143      4143   POINT (43.016 96.587)       0  2.580909  2.089211      25
...        ...                     ...     ...       ...       ...     ...
116502  116502  POINT (49.408 129.198)       4 -0.200841  1.730756      38
24300    24300  POINT (22.786 137.379)       4 -0.200841  1.730756      38
63766    63766  POINT (43.295 146.280)       4 -0.200841  1.730756      38
95869    95869  POINT (29.264 126.125)       4 -0.200841  1.730756      38
7263      7263   POINT (0.921 114.824)       4 -0.200841  1.730756      38

[1385 rows x 6 columns]","[32.0, 19.0, 40.0, 16.0, 30.0, 32.0, 19.0, 17.0, 38.0, 20.0, 27.0, 18.0, 20.0, 22.0, 19.0, 25.0, 24.0, 16.0, 20.0, 17.0, 20.0, 20.0, 21.0, 17.0, 17.0, 25.0, 23.0, 19.0, 26.0, 24.0, 18.0, 19.0, 18.0, 23.0, 20.0, 25.0, 26.0, 21.0, 18.0, 18.0, 18.0, 18.0, 17.0]",0.1111111111111111,0.19111111111111112
516,15,15,0.9,150000,5,proportional,30,"             0                geometry  comuna    values   sigma_i  region
36759    36759   POINT (79.304 62.364)       0  0.147993  1.649483      41
83687    83687   POINT (41.989 83.750)       0  0.147993  1.649483      41
124937  124937   POINT (56.224 82.014)       0  0.147993  1.649483      41
120640  120640   POINT (56.041 84.019)       0  0.147993  1.649483      41
23559    23559   POINT (71.697 77.055)       0  0.147993  1.649483      41
...        ...                     ...     ...       ...       ...     ...
95698    95698  POINT (40.328 139.535)       4  3.727051  1.760349      29
39721    39721  POINT (41.457 141.089)       4  3.727051  1.760349      29
68389    68389  POINT (46.913 103.046)       4  3.727051  1.760349      29
86804    86804   POINT (25.293 95.125)       4  3.727051  1.760349      29
139451  139451  POINT (42.897 138.290)       4  3.727051  1.760349      29

[1708 rows x 6 columns]","[21.0, 23.0, 33.0, 16.0, 41.0, 47.0, 17.0, 17.0, 27.0, 24.0, 20.0, 26.0, 21.0, 31.0, 16.0, 33.0, 24.0, 22.0, 29.0, 29.0, 33.0, 20.0, 16.0, 21.0, 18.0, 16.0, 31.0, 29.0, 18.0, 19.0, 24.0, 41.0, 23.0, 42.0, 35.0, 18.0, 29.0, 21.0, 45.0, 26.0, 20.0, 20.0, 20.0]",0.13333333333333333,0.19111111111111112
517,15,15,0.9,150000,5,proportional,50,"             0                geometry  comuna    values   sigma_i  region
30538    30538   POINT (93.031 83.376)       0 -0.316519  1.372664      13
75031    75031   POINT (76.959 76.281)       0 -0.316519  1.372664      13
133265  133265   POINT (72.081 56.903)       0 -0.316519  1.372664      13
56558    56558   POINT (96.564 76.761)       0 -0.316519  1.372664      13
6907      6907   POINT (77.133 87.520)       0 -0.316519  1.372664      13
...        ...                     ...     ...       ...       ...     ...
51483    51483   POINT (32.768 92.456)       4 -2.724864  1.308381       3
89720    89720   POINT (28.731 94.597)       4 -2.724864  1.308381       3
115969  115969  POINT (26.852 118.837)       4 -2.724864  1.308381       3
49427    49427  POINT (30.095 105.015)       4 -2.724864  1.308381       3
28377    28377    POINT (5.758 82.209)       4 -2.724864  1.308381       3

[1123 rows x 6 columns]","[57.0, 53.0, 39.0, 30.0, 34.0, 39.0, 55.0, 52.0, 56.0, 41.0, 52.0, 37.0, 46.0, 36.0, 46.0, 29.0, 45.0]",0.2222222222222222,0.07555555555555556
518,15,15,0.9,150000,5,proportional,100,"             0                geometry  comuna    values   sigma_i  region
103888  103888   POINT (76.191 72.910)       0  3.999076  2.042078       3
86964    86964   POINT (84.486 97.997)       0  3.999076  2.042078       3
40114    40114   POINT (51.825 81.942)       0  3.999076  2.042078       3
17171    17171   POINT (73.331 63.843)       0  3.999076  2.042078       3
80790    80790   POINT (77.241 79.916)       0  3.999076  2.042078       3
...        ...                     ...     ...       ...       ...     ...
81329    81329  POINT (55.863 113.433)       4  0.805832  1.612505       0
14607    14607  POINT (30.783 110.969)       4  0.805832  1.612505       0
39372    39372  POINT (39.269 101.063)       4  0.805832  1.612505       0
32563    32563  POINT (38.356 104.531)       4  0.805832  1.612505       0
30326    30326  POINT (44.914 106.423)       4  0.805832  1.612505       0

[1339 rows x 6 columns]","[122.0, 124.0, 94.0, 81.0, 72.0, 74.0, 93.0, 77.0, 80.0, 79.0]",0.4444444444444444,0.044444444444444446
519,15,15,0.9,150000,5,proportional,150,"             0                geometry  comuna    values   sigma_i  region
62103    62103   POINT (49.263 92.715)       0 -2.244028  2.280825       0
73329    73329  POINT (68.950 106.752)       0 -2.244028  2.280825       0
128788  128788  POINT (87.563 104.507)       0 -2.244028  2.280825       0
43444    43444  POINT (79.424 103.114)       0 -2.244028  2.280825       0
55898    55898   POINT (65.136 61.373)       0 -2.244028  2.280825       0
...        ...                     ...     ...       ...       ...     ...
84640    84640   POINT (8.458 153.623)       4 -3.040717  1.351476       1
106700  106700  POINT (60.236 147.340)       4 -3.040717  1.351476       1
7669      7669  POINT (35.902 153.798)       4 -3.040717  1.351476       1
34171    34171  POINT (13.763 143.668)       4 -3.040717  1.351476       1
84848    84848  POINT (68.193 127.516)       4 -3.040717  1.351476       1

[1199 rows x 6 columns]","[209.0, 140.0, 99.0, 117.0, 136.0, 88.0]",0.6666666666666666,0.02666666666666667
520,15,15,0.9,150000,10,neyman,25,"             0                 geometry  comuna    values   sigma_i  region
140070  140070  POINT (107.995 151.817)       0 -0.415513  1.507214       3
64296    64296  POINT (139.559 159.139)       0 -0.415513  1.507214       3
35800    35800  POINT (101.910 153.869)       0 -0.415513  1.507214       3
117160  117160  POINT (131.521 131.941)       0 -0.415513  1.507214       3
94444    94444  POINT (102.536 119.813)       0 -0.415513  1.507214       3
...        ...                      ...     ...       ...       ...     ...
53542    53542   POINT (134.844 62.209)       9 -0.027518  1.347736      41
100286  100286   POINT (123.371 93.078)       9 -0.027518  1.347736      41
113268  113268   POINT (134.986 98.953)       9 -0.027518  1.347736      41
114811  114811   POINT (149.043 80.820)       9 -0.027518  1.347736      41
144738  144738   POINT (135.464 99.991)       9 -0.027518  1.347736      41

[2133 rows x 6 columns]","[11.0, 16.0, 17.0, 13.0, 19.0, 17.0, 40.0, 29.0, 23.0, 15.0, 18.0, 23.0, 16.0, 29.0, 31.0, 16.0, 14.0, 12.0, 17.0, 22.0, 17.0, 16.0, 13.0, 12.0, 12.0, 15.0, 19.0, 16.0, 17.0, 18.0, 14.0, 17.0, 17.0, 13.0, 17.0, 20.0, 15.0, 15.0, 16.0, 17.0, 19.0, 18.0, 15.0, 16.0, 16.0, 16.0, 14.0, 16.0, 16.0, 13.0, 13.0, 18.0, 14.0, 14.0, 23.0, 16.0, 30.0, 18.0, 16.0, 13.0, 14.0, 24.0, 14.0, 18.0, 16.0]",0.1111111111111111,0.28888888888888886
521,15,15,0.9,150000,10,neyman,30,"             0                 geometry  comuna    values   sigma_i  region
91140    91140  POINT (144.725 140.026)       0 -0.422061  1.047389      10
21251    21251  POINT (114.058 148.774)       0 -0.422061  1.047389      10
41467    41467  POINT (124.309 110.185)       0 -0.422061  1.047389      10
83765    83765  POINT (132.121 122.942)       0 -0.422061  1.047389      10
41109    41109  POINT (125.563 137.266)       0 -0.422061  1.047389      10
...        ...                      ...     ...       ...       ...     ...
6289      6289   POINT (114.423 83.060)       9  0.481893  1.605654       5
100823  100823   POINT (149.794 70.534)       9  0.481893  1.605654       5
3134      3134   POINT (112.807 64.815)       9  0.481893  1.605654       5
133943  133943   POINT (144.193 93.871)       9  0.481893  1.605654       5
139930  139930  POINT (127.099 109.637)       9  0.481893  1.605654       5

[1827 rows x 6 columns]","[16.0, 40.0, 24.0, 12.0, 19.0, 26.0, 17.0, 24.0, 27.0, 21.0, 14.0, 28.0, 27.0, 26.0, 22.0, 20.0, 14.0, 22.0, 19.0, 13.0, 22.0, 22.0, 19.0, 30.0, 24.0, 15.0, 21.0, 20.0, 18.0, 15.0, 23.0, 17.0, 18.0, 21.0, 15.0, 23.0, 24.0, 26.0, 18.0, 19.0, 20.0, 14.0, 19.0, 20.0, 19.0, 16.0, 15.0, 28.0, 14.0]",0.13333333333333333,0.21777777777777776
522,15,15,0.9,150000,10,neyman,50,"             0                 geometry  comuna    values   sigma_i  region
149580  149580  POINT (116.806 124.790)       0  1.301635  1.727707      21
91292    91292  POINT (106.057 152.684)       0  1.301635  1.727707      21
123206  123206  POINT (113.786 148.471)       0  1.301635  1.727707      21
53957    53957  POINT (129.259 119.780)       0  1.301635  1.727707      21
63480    63480  POINT (120.295 115.043)       0  1.301635  1.727707      21
...        ...                      ...     ...       ...       ...     ...
132793  132793   POINT (144.205 61.455)       9  0.398886  1.499645       9
100189  100189   POINT (149.696 71.278)       9  0.398886  1.499645       9
53363    53363   POINT (149.678 91.031)       9  0.398886  1.499645       9
89222    89222   POINT (119.469 75.051)       9  0.398886  1.499645       9
77412    77412   POINT (142.108 99.984)       9  0.398886  1.499645       9

[1951 rows x 6 columns]","[39.0, 25.0, 31.0, 29.0, 53.0, 39.0, 23.0, 29.0, 34.0, 39.0, 43.0, 42.0, 27.0, 27.0, 26.0, 34.0, 38.0, 33.0, 30.0, 31.0, 51.0, 39.0, 34.0, 27.0, 31.0, 37.0, 25.0, 27.0, 24.0, 27.0, 29.0]",0.2222222222222222,0.13777777777777778
523,15,15,0.9,150000,10,neyman,100,"             0                 geometry  comuna    values   sigma_i  region
39197    39197  POINT (106.110 158.985)       0 -1.241889  1.337173       5
95229    95229  POINT (109.988 128.340)       0 -1.241889  1.337173       5
68918    68918  POINT (117.480 115.988)       0 -1.241889  1.337173       5
13892    13892  POINT (123.724 111.313)       0 -1.241889  1.337173       5
148655  148655  POINT (144.129 128.072)       0 -1.241889  1.337173       5
...        ...                      ...     ...       ...       ...     ...
52817    52817   POINT (146.662 75.138)       9  2.036732  1.060812       4
69936    69936   POINT (144.471 85.041)       9  2.036732  1.060812       4
32716    32716  POINT (133.486 108.261)       9  2.036732  1.060812       4
33652    33652   POINT (144.736 77.289)       9  2.036732  1.060812       4
51235    51235   POINT (113.525 72.208)       9  2.036732  1.060812       4

[1527 rows x 6 columns]","[63.0, 91.0, 87.0, 54.0, 54.0, 85.0, 62.0, 57.0, 60.0, 66.0, 51.0, 61.0]",0.4444444444444444,0.05333333333333334
524,15,15,0.9,150000,10,neyman,150,"             0                 geometry  comuna    values   sigma_i  region
68306    68306  POINT (127.717 158.763)       0 -4.519014  2.393234       9
121369  121369  POINT (105.791 113.803)       0 -4.519014  2.393234       9
117924  117924  POINT (133.808 128.127)       0 -4.519014  2.393234       9
19609    19609  POINT (112.081 113.691)       0 -4.519014  2.393234       9
29046    29046  POINT (110.672 120.526)       0 -4.519014  2.393234       9
...        ...                      ...     ...       ...       ...     ...
111648  111648  POINT (110.530 103.585)       9  0.185640  1.593497       1
51196    51196   POINT (141.105 98.753)       9  0.185640  1.593497       1
87286    87286   POINT (111.864 81.375)       9  0.185640  1.593497       1
21457    21457   POINT (117.666 70.483)       9  0.185640  1.593497       1
107524  107524  POINT (116.672 102.954)       9  0.185640  1.593497       1

[2265 rows x 6 columns]","[97.0, 112.0, 103.0, 120.0, 91.0, 136.0, 119.0, 118.0, 85.0, 129.0, 70.0]",0.6666666666666666,0.04888888888888889
525,15,15,0.9,150000,10,proportional,25,"             0                 geometry  comuna    values   sigma_i  region
95226    95226  POINT (107.550 156.516)       0  0.192743  1.334517      19
62898    62898  POINT (136.960 147.266)       0  0.192743  1.334517      19
84076    84076  POINT (130.321 127.183)       0  0.192743  1.334517      19
101234  101234  POINT (122.597 147.402)       0  0.192743  1.334517      19
124306  124306  POINT (112.101 110.935)       0  0.192743  1.334517      19
...        ...                      ...     ...       ...       ...     ...
11071    11071   POINT (125.732 85.406)       9 -2.025119  1.710653      10
116863  116863   POINT (117.383 77.321)       9 -2.025119  1.710653      10
1352      1352   POINT (149.616 87.392)       9 -2.025119  1.710653      10
25168    25168  POINT (128.280 109.368)       9 -2.025119  1.710653      10
27309    27309   POINT (123.666 92.641)       9 -2.025119  1.710653      10

[1249 rows x 6 columns]","[13.0, 15.0, 22.0, 26.0, 25.0, 23.0, 23.0, 17.0, 19.0, 18.0, 20.0, 16.0, 22.0, 24.0, 23.0, 34.0, 17.0, 17.0, 21.0, 17.0, 14.0, 21.0, 18.0, 24.0, 19.0, 20.0, 20.0, 25.0, 22.0, 21.0, 16.0, 17.0, 22.0, 19.0, 15.0, 21.0, 24.0, 21.0, 19.0, 22.0, 23.0]",0.1111111111111111,0.18222222222222223
526,15,15,0.9,150000,10,proportional,30,"             0                 geometry  comuna    values   sigma_i  region
106967  106967  POINT (138.030 139.418)       0 -3.730097  2.434905       0
146503  146503  POINT (106.686 151.135)       0 -3.730097  2.434905       0
12047    12047  POINT (137.840 139.466)       0 -3.730097  2.434905       0
21207    21207  POINT (120.014 152.541)       0 -3.730097  2.434905       0
93815    93815  POINT (102.757 149.871)       0 -3.730097  2.434905       0
...        ...                      ...     ...       ...       ...     ...
1748      1748   POINT (130.277 99.298)       9 -0.070508  0.971278      24
130335  130335   POINT (134.273 92.597)       9 -0.070508  0.971278      24
66255    66255  POINT (147.082 105.347)       9 -0.070508  0.971278      24
51390    51390  POINT (123.125 107.736)       9 -0.070508  0.971278      24
13298    13298   POINT (134.582 67.816)       9 -0.070508  0.971278      24

[1177 rows x 6 columns]","[46.0, 28.0, 29.0, 19.0, 25.0, 19.0, 35.0, 19.0, 21.0, 32.0, 18.0, 13.0, 22.0, 32.0, 27.0, 26.0, 37.0, 18.0, 21.0, 27.0, 28.0, 24.0, 35.0, 23.0, 18.0, 26.0, 14.0, 24.0, 18.0, 22.0, 18.0]",0.13333333333333333,0.13777777777777778
527,15,15,0.9,150000,10,proportional,50,"             0                 geometry  comuna    values   sigma_i  region
113987  113987  POINT (148.229 157.491)       0 -0.851929  1.575627      14
128850  128850  POINT (139.322 146.307)       0 -0.851929  1.575627      14
100770  100770  POINT (105.430 157.330)       0 -0.851929  1.575627      14
21437    21437  POINT (134.766 124.226)       0 -0.851929  1.575627      14
17302    17302  POINT (140.404 124.415)       0 -0.851929  1.575627      14
...        ...                      ...     ...       ...       ...     ...
139253  139253   POINT (124.485 61.017)       9  1.797747  1.393494      17
22274    22274   POINT (110.384 74.230)       9  1.797747  1.393494      17
94873    94873   POINT (117.402 77.424)       9  1.797747  1.393494      17
139925  139925   POINT (132.883 93.070)       9  1.797747  1.393494      17
80700    80700   POINT (149.362 65.890)       9  1.797747  1.393494      17

[1178 rows x 6 columns]","[34.0, 40.0, 42.0, 38.0, 30.0, 35.0, 32.0, 40.0, 39.0, 71.0, 52.0, 36.0, 36.0, 85.0, 37.0, 29.0, 49.0, 36.0]",0.2222222222222222,0.08
528,15,15,0.9,150000,10,proportional,100,"             0                 geometry  comuna    values   sigma_i  region
86093    86093  POINT (119.039 148.748)       0  2.112095  2.686006       5
37949    37949  POINT (133.420 125.443)       0  2.112095  2.686006       5
48868    48868  POINT (120.782 153.662)       0  2.112095  2.686006       5
94994    94994  POINT (133.580 127.743)       0  2.112095  2.686006       5
120004  120004  POINT (105.110 146.607)       0  2.112095  2.686006       5
...        ...                      ...     ...       ...       ...     ...
68322    68322   POINT (134.687 66.903)       9 -4.067649  1.738170       3
18854    18854   POINT (137.974 63.011)       9 -4.067649  1.738170       3
75264    75264  POINT (137.802 108.442)       9 -4.067649  1.738170       3
94728    94728   POINT (115.430 93.024)       9 -4.067649  1.738170       3
123047  123047  POINT (146.829 106.860)       9 -4.067649  1.738170       3

[1129 rows x 6 columns]","[92.0, 88.0, 130.0, 75.0, 70.0, 74.0, 65.0, 78.0, 64.0]",0.4444444444444444,0.04
529,15,15,0.9,150000,10,proportional,150,"             0                 geometry  comuna    values   sigma_i  region
143301  143301  POINT (122.908 111.491)       0 -1.587472  2.018253       4
36695    36695  POINT (119.504 124.905)       0 -1.587472  2.018253       4
6606      6606  POINT (132.733 135.057)       0 -1.587472  2.018253       4
15567    15567  POINT (109.449 148.055)       0 -1.587472  2.018253       4
134478  134478  POINT (111.897 117.375)       0 -1.587472  2.018253       4
...        ...                      ...     ...       ...       ...     ...
48265    48265   POINT (110.104 83.424)       9  0.037645  1.190763       2
24795    24795   POINT (149.980 81.302)       9  0.037645  1.190763       2
94564    94564   POINT (141.169 88.046)       9  0.037645  1.190763       2
53442    53442   POINT (141.206 92.015)       9  0.037645  1.190763       2
113027  113027  POINT (118.779 102.534)       9  0.037645  1.190763       2

[1014 rows x 6 columns]","[114.0, 157.0, 151.0, 114.0, 125.0]",0.6666666666666666,0.022222222222222223
530,15,15,0.9,150000,15,neyman,25,"             0                    geometry  comuna    values   sigma_i  region
52923    52923   POINT (79.31550 43.75002)       0 -0.679377  1.115693       4
104496  104496  POINT (102.35803 48.49965)       0 -0.679377  1.115693       4
130695  130695  POINT (106.71662 48.60360)       0 -0.679377  1.115693       4
120580  120580   POINT (73.64165 20.41171)       0 -0.679377  1.115693       4
138984  138984   POINT (76.57176 45.59787)       0 -0.679377  1.115693       4
...        ...                         ...     ...       ...       ...     ...
49640    49640   POINT (40.08757 35.42979)      14 -0.581642  1.482078      37
100260  100260   POINT (67.95199 12.09466)      14 -0.581642  1.482078      37
54176    54176   POINT (63.56534 28.56318)      14 -0.581642  1.482078      37
119830  119830   POINT (77.60040 11.43394)      14 -0.581642  1.482078      37
85506    85506   POINT (42.69850 25.21731)      14 -0.581642  1.482078      37

[1538 rows x 6 columns]","[17.0, 10.0, 18.0, 19.0, 17.0, 21.0, 15.0, 16.0, 16.0, 13.0, 12.0, 14.0, 21.0, 20.0, 15.0, 16.0, 16.0, 25.0, 17.0, 21.0, 14.0, 21.0, 16.0, 20.0, 16.0, 16.0, 16.0, 16.0, 13.0, 21.0, 22.0, 16.0, 21.0, 15.0, 23.0, 14.0, 16.0, 14.0, 22.0, 13.0, 23.0, 14.0, 38.0, 18.0, 20.0, 16.0, 16.0]",0.1111111111111111,0.2088888888888889
531,15,15,0.9,150000,15,neyman,30,"             0                   geometry  comuna    values   sigma_i  region
64525    64525  POINT (88.45962 26.70703)       0 -1.312024  1.591812      19
134375  134375  POINT (83.39816 15.43973)       0 -1.312024  1.591812      19
13166    13166  POINT (98.98619 16.06490)       0 -1.312024  1.591812      19
131153  131153  POINT (83.93253 40.13393)       0 -1.312024  1.591812      19
104977  104977  POINT (88.18295 21.08121)       0 -1.312024  1.591812      19
...        ...                        ...     ...       ...       ...     ...
127420  127420  POINT (52.51965 28.04838)      14 -2.444058  1.770406      20
33966    33966  POINT (58.39794 37.41067)      14 -2.444058  1.770406      20
119246  119246  POINT (67.70136 41.73351)      14 -2.444058  1.770406      20
95104    95104  POINT (58.98836 47.81114)      14 -2.444058  1.770406      20
48512    48512  POINT (68.96803 28.21225)      14 -2.444058  1.770406      20

[1555 rows x 6 columns]","[22.0, 19.0, 22.0, 19.0, 22.0, 27.0, 24.0, 30.0, 18.0, 20.0, 27.0, 18.0, 29.0, 21.0, 23.0, 20.0, 19.0, 19.0, 20.0, 30.0, 17.0, 15.0, 14.0, 17.0, 25.0, 18.0, 26.0, 20.0, 17.0, 22.0, 23.0, 16.0, 22.0, 15.0, 17.0, 19.0, 21.0, 21.0, 20.0, 20.0]",0.13333333333333333,0.17777777777777778
532,15,15,0.9,150000,15,neyman,50,"             0                    geometry  comuna    values   sigma_i  region
94753    94753   POINT (97.04625 46.26965)       0 -1.260119  2.090193      23
104805  104805   POINT (75.95401 34.58386)       0 -1.260119  2.090193      23
78531    78531   POINT (71.90433 53.20721)       0 -1.260119  2.090193      23
87047    87047  POINT (109.84142 27.47047)       0 -1.260119  2.090193      23
79989    79989   POINT (95.31356 11.87001)       0 -1.260119  2.090193      23
...        ...                         ...     ...       ...       ...     ...
51466    51466   POINT (42.43627 36.73182)      14 -0.943169  1.245038      14
40005    40005   POINT (59.21080 10.42774)      14 -0.943169  1.245038      14
86161    86161   POINT (56.28056 17.80151)      14 -0.943169  1.245038      14
120607  120607   POINT (70.20142 11.97684)      14 -0.943169  1.245038      14
108436  108436   POINT (66.21282 33.37229)      14 -0.943169  1.245038      14

[1609 rows x 6 columns]","[39.0, 24.0, 37.0, 46.0, 35.0, 50.0, 35.0, 28.0, 28.0, 28.0, 46.0, 37.0, 47.0, 36.0, 28.0, 37.0, 34.0, 39.0, 29.0, 32.0, 30.0, 39.0, 26.0, 40.0]",0.2222222222222222,0.10666666666666667
533,15,15,0.9,150000,15,neyman,100,"             0                   geometry  comuna    values   sigma_i  region
89232    89232  POINT (96.28525 30.50671)       0  2.302593  1.120391       5
99450    99450  POINT (75.19529 58.32976)       0  2.302593  1.120391       5
131170  131170  POINT (82.05733 33.41297)       0  2.302593  1.120391       5
97436    97436  POINT (84.41728 39.61366)       0  2.302593  1.120391       5
107631  107631  POINT (90.13200 11.07233)       0  2.302593  1.120391       5
...        ...                        ...     ...       ...       ...     ...
79367    79367  POINT (66.94991 40.43212)      14 -2.112406  2.498317       4
108856  108856  POINT (60.66592 37.46506)      14 -2.112406  2.498317       4
55369    55369  POINT (56.67191 19.31582)      14 -2.112406  2.498317       4
84063    84063  POINT (47.99002 20.13827)      14 -2.112406  2.498317       4
93445    93445  POINT (78.27224 17.16445)      14 -2.112406  2.498317       4

[1756 rows x 6 columns]","[82.0, 81.0, 62.0, 90.0, 96.0, 54.0, 75.0, 71.0, 58.0, 57.0, 61.0, 58.0, 75.0, 59.0]",0.4444444444444444,0.06222222222222222
534,15,15,0.9,150000,15,neyman,150,"             0                    geometry  comuna    values   sigma_i  region
111887  111887   POINT (98.55558 38.86470)       0  2.849846  1.151888       8
112354  112354   POINT (96.80608 14.51813)       0  2.849846  1.151888       8
93855    93855   POINT (91.54360 36.94853)       0  2.849846  1.151888       8
95724    95724   POINT (83.44677 31.26444)       0  2.849846  1.151888       8
124959  124959  POINT (106.22509 34.78381)       0  2.849846  1.151888       8
...        ...                         ...     ...       ...       ...     ...
5098      5098   POINT (56.26824 20.36491)      14  1.278713  1.192982       4
25897    25897   POINT (46.89487 13.19896)      14  1.278713  1.192982       4
144666  144666   POINT (49.49044 31.41676)      14  1.278713  1.192982       4
75401    75401   POINT (40.35073 14.25131)      14  1.278713  1.192982       4
6329      6329   POINT (60.75200 17.84060)      14  1.278713  1.192982       4

[1808 rows x 6 columns]","[105.0, 79.0, 105.0, 151.0, 124.0, 82.0, 105.0, 78.0, 127.0]",0.6666666666666666,0.04
