,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
364,15,15,0.0,50000,5,neyman,150,"           0                geometry  comuna    values   sigma_i  region
38808  38808  POINT (64.764 113.949)       0 -1.768517  0.925529       2
39976  39976   POINT (56.745 74.602)       0 -1.768517  0.925529       2
39759  39759  POINT (53.423 107.331)       0 -1.768517  0.925529       2
2928    2928   POINT (80.586 86.725)       0 -1.768517  0.925529       2
49509  49509   POINT (33.964 82.261)       0 -1.768517  0.925529       2
...      ...                     ...     ...       ...       ...     ...
25752  25752   POINT (5.897 119.601)       4  0.538625  1.151697       0
29726  29726  POINT (14.188 107.284)       4  0.538625  1.151697       0
28369  28369  POINT (49.895 141.169)       4  0.538625  1.151697       0
41666  41666   POINT (17.612 83.864)       4  0.538625  1.151697       0
38084  38084  POINT (13.945 102.683)       4  0.538625  1.151697       0

[733 rows x 6 columns]","[162.0, 134.0, 79.0]",0.6666666666666666,0.013333333333333334
365,15,15,0.0,50000,5,proportional,25,"           0                geometry  comuna    values   sigma_i  region
40962  40962   POINT (76.866 55.586)       0 -0.434455  1.040553      11
20159  20159   POINT (43.803 77.208)       0 -0.434455  1.040553      11
35188  35188   POINT (51.326 65.213)       0 -0.434455  1.040553      11
10979  10979   POINT (78.136 64.414)       0 -0.434455  1.040553      11
5347    5347   POINT (35.536 88.514)       0 -0.434455  1.040553      11
...      ...                     ...     ...       ...       ...     ...
5575    5575  POINT (36.704 102.322)       4 -0.117526  1.025421       7
1158    1158  POINT (65.939 157.731)       4 -0.117526  1.025421       7
29961  29961  POINT (16.544 124.815)       4 -0.117526  1.025421       7
4437    4437  POINT (28.929 137.588)       4 -0.117526  1.025421       7
23123  23123  POINT (22.730 117.293)       4 -0.117526  1.025421       7

[431 rows x 6 columns]","[24.0, 22.0, 22.0, 25.0, 18.0, 32.0, 36.0, 19.0, 21.0, 30.0, 22.0, 23.0]",0.1111111111111111,0.05333333333333334
366,15,15,0.0,50000,5,proportional,30,"           0                geometry  comuna    values   sigma_i  region
16536  16536   POINT (69.256 83.529)       0 -0.408173  0.954949       2
4784    4784   POINT (76.214 98.848)       0 -0.408173  0.954949       2
34455  34455  POINT (59.612 107.003)       0 -0.408173  0.954949       2
17655  17655   POINT (59.172 98.885)       0 -0.408173  0.954949       0
13145  13145   POINT (58.559 69.690)       0 -0.408173  0.954949       0
...      ...                     ...     ...       ...       ...     ...
13585  13585  POINT (41.819 120.863)       4 -0.085073  1.004543       5
5876    5876  POINT (65.389 131.931)       4 -0.085073  1.004543       5
19709  19709  POINT (46.633 125.815)       4 -0.085073  1.004543       5
7653    7653  POINT (67.884 151.408)       4 -0.085073  1.004543       5
21963  21963   POINT (13.958 87.140)       4 -0.085073  1.004543       5

[352 rows x 6 columns]","[28.0, 33.0, 32.0, 27.0, 27.0, 22.0, 26.0, 20.0, 24.0]",0.13333333333333333,0.04
367,15,15,0.0,50000,5,proportional,50,"           0                geometry  comuna    values   sigma_i  region
36843  36843   POINT (74.144 66.757)       0 -0.680202  1.018703       3
40153  40153   POINT (88.258 51.883)       0 -0.680202  1.018703       3
9229    9229   POINT (54.968 71.356)       0 -0.680202  1.018703       3
20853  20853   POINT (82.012 60.464)       0 -0.680202  1.018703       3
31027  31027  POINT (68.507 108.736)       0 -0.680202  1.018703       3
...      ...                     ...     ...       ...       ...     ...
6022    6022  POINT (35.587 154.461)       4  1.129816  0.884647       2
48368  48368    POINT (5.564 82.709)       4  1.129816  0.884647       2
4756    4756   POINT (5.315 147.513)       4  1.129816  0.884647       2
23278  23278  POINT (49.423 132.177)       4  1.129816  0.884647       2
40264  40264  POINT (37.210 141.406)       4  1.129816  0.884647       2

[379 rows x 6 columns]","[63.0, 43.0, 48.0, 63.0, 39.0]",0.2222222222222222,0.022222222222222223
368,15,15,0.0,50000,5,proportional,100,"           0                geometry  comuna    values   sigma_i  region
33849  33849   POINT (93.863 90.827)       0  0.680028  1.024887       2
41531  41531   POINT (82.828 74.166)       0  0.680028  1.024887       2
22323  22323   POINT (81.714 75.662)       0  0.680028  1.024887       2
11445  11445   POINT (42.916 72.563)       0  0.680028  1.024887       2
29318  29318   POINT (86.869 95.660)       0  0.680028  1.024887       2
...      ...                     ...     ...       ...       ...     ...
39356  39356  POINT (27.970 104.068)       4  1.950315  0.886728       0
4527    4527   POINT (8.067 158.969)       4  1.950315  0.886728       0
14157  14157  POINT (55.898 113.912)       4  1.950315  0.886728       0
41411  41411  POINT (30.600 118.727)       4  1.950315  0.886728       0
1533    1533  POINT (13.927 115.682)       4  1.950315  0.886728       0

[397 rows x 6 columns]","[90.0, 93.0, 83.0]",0.4444444444444444,0.013333333333333334
369,15,15,0.0,50000,5,proportional,150,"           0                geometry  comuna    values   sigma_i  region
14321  14321   POINT (88.460 72.152)       0  0.145557  1.090016       1
21088  21088   POINT (53.483 89.194)       0  0.145557  1.090016       1
47918  47918   POINT (59.132 60.742)       0  0.145557  1.090016       1
18769  18769  POINT (79.708 119.838)       0  0.145557  1.090016       1
44683  44683   POINT (72.282 51.434)       0  0.145557  1.090016       1
...      ...                     ...     ...       ...       ...     ...
41177  41177  POINT (61.922 135.657)       4  1.782867  1.172412       0
28109  28109  POINT (46.051 156.197)       4  1.782867  1.172412       0
38446  38446  POINT (18.162 108.369)       4  1.782867  1.172412       0
14538  14538  POINT (65.210 125.714)       4  1.782867  1.172412       0
29956  29956   POINT (24.545 82.679)       4  1.782867  1.172412       0

[423 rows x 6 columns]","[164.0, 119.0]",0.6666666666666666,0.008888888888888889
370,15,15,0.0,50000,10,neyman,25,"           0                 geometry  comuna    values   sigma_i  region
43939  43939  POINT (102.465 142.081)       0  1.137233  0.918934       9
35531  35531  POINT (120.315 152.505)       0  1.137233  0.918934       9
15830  15830  POINT (129.845 146.224)       0  1.137233  0.918934       9
8098    8098  POINT (120.249 131.448)       0  1.137233  0.918934       9
27681  27681  POINT (113.324 111.785)       0  1.137233  0.918934       9
...      ...                      ...     ...       ...       ...     ...
49444  49444   POINT (125.495 98.313)       9  2.013779  1.084528      13
24207  24207   POINT (128.955 92.084)       9  2.013779  1.084528      13
4298    4298   POINT (110.982 77.175)       9  2.013779  1.084528      13
8849    8849   POINT (129.735 60.166)       9  2.013779  1.084528      13
13646  13646  POINT (118.945 104.261)       9  2.013779  1.084528      13

[735 rows x 6 columns]","[17.0, 23.0, 18.0, 15.0, 15.0, 15.0, 20.0, 13.0, 18.0, 22.0, 21.0, 12.0, 21.0, 22.0, 12.0, 14.0, 17.0, 29.0, 23.0, 17.0, 12.0, 14.0]",0.1111111111111111,0.09777777777777778
371,15,15,0.0,50000,10,neyman,30,"           0                 geometry  comuna    values   sigma_i  region
38565  38565  POINT (114.655 141.833)       0 -1.009001  0.847922       3
46639  46639  POINT (130.889 123.185)       0 -1.009001  0.847922       3
23803  23803  POINT (130.034 139.496)       0 -1.009001  0.847922       3
15279  15279  POINT (146.672 141.832)       0 -1.009001  0.847922       3
23446  23446  POINT (117.144 144.796)       0 -1.009001  0.847922       3
...      ...                      ...     ...       ...       ...     ...
11803  11803  POINT (130.812 105.631)       9  1.719122  0.817589       8
39874  39874   POINT (115.155 67.812)       9  1.719122  0.817589       8
33367  33367  POINT (113.480 101.401)       9  1.719122  0.817589       8
42075  42075   POINT (124.596 76.681)       9  1.719122  0.817589       8
48432  48432  POINT (124.366 104.226)       9  1.719122  0.817589       8

[674 rows x 6 columns]","[29.0, 20.0, 17.0, 24.0, 21.0, 18.0, 26.0, 22.0, 22.0, 24.0, 15.0, 15.0, 24.0, 23.0, 17.0, 15.0, 19.0]",0.13333333333333333,0.07555555555555556
372,15,15,0.0,50000,10,neyman,50,"           0                 geometry  comuna    values   sigma_i  region
12721  12721  POINT (142.843 122.724)       0 -1.129987  1.108195       6
14616  14616  POINT (146.204 121.150)       0 -1.129987  1.108195       6
33440  33440  POINT (145.443 123.194)       0 -1.129987  1.108195       6
6435    6435  POINT (122.348 123.170)       0 -1.129987  1.108195       6
6746    6746  POINT (139.644 159.002)       0 -1.129987  1.108195       6
...      ...                      ...     ...       ...       ...     ...
21597  21597   POINT (138.714 60.652)       9 -0.767815  0.756496       1
6895    6895  POINT (123.586 102.445)       9 -0.767815  0.756496       1
30274  30274   POINT (116.147 90.491)       9 -0.767815  0.756496       1
37913  37913   POINT (117.906 76.967)       9 -0.767815  0.756496       1
13492  13492   POINT (139.252 68.300)       9 -0.767815  0.756496       1

[904 rows x 6 columns]","[30.0, 50.0, 29.0, 30.0, 38.0, 56.0, 37.0, 41.0, 35.0, 32.0, 26.0, 41.0, 28.0]",0.2222222222222222,0.057777777777777775
373,15,15,0.0,50000,10,neyman,100,"           0                 geometry  comuna    values   sigma_i  region
26134  26134  POINT (130.989 148.030)       0 -0.723650  1.168668       0
37230  37230  POINT (145.303 130.880)       0 -0.723650  1.168668       0
37933  37933  POINT (142.187 140.447)       0 -0.723650  1.168668       0
39163  39163  POINT (102.948 136.293)       0 -0.723650  1.168668       0
14089  14089  POINT (142.570 157.908)       0 -0.723650  1.168668       0
...      ...                      ...     ...       ...       ...     ...
12916  12916   POINT (145.806 60.760)       9  0.112647  0.974293       3
7651    7651  POINT (142.040 108.590)       9  0.112647  0.974293       3
3808    3808   POINT (138.099 85.324)       9  0.112647  0.974293       3
13237  13237   POINT (139.821 99.196)       9  0.112647  0.974293       3
42132  42132   POINT (122.415 91.391)       9  0.112647  0.974293       3

[775 rows x 6 columns]","[70.0, 81.0, 85.0, 88.0, 81.0]",0.4444444444444444,0.022222222222222223
374,15,15,0.0,50000,10,neyman,150,"           0                 geometry  comuna    values   sigma_i  region
13573  13573  POINT (137.760 110.991)       0 -0.138591  0.759829       2
33529  33529  POINT (145.254 118.102)       0 -0.138591  0.759829       2
1681    1681  POINT (113.456 111.115)       0 -0.138591  0.759829       2
33423  33423  POINT (116.517 143.308)       0 -0.138591  0.759829       2
26284  26284  POINT (129.830 132.085)       0 -0.138591  0.759829       2
...      ...                      ...     ...       ...       ...     ...
40092  40092   POINT (116.665 85.935)       9 -1.345739  0.924765       3
47311  47311  POINT (127.926 108.100)       9 -1.345739  0.924765       3
44911  44911   POINT (136.687 87.455)       9 -1.345739  0.924765       3
14649  14649   POINT (138.790 94.578)       9 -1.345739  0.924765       3
580      580   POINT (149.511 93.192)       9 -1.345739  0.924765       3

[805 rows x 6 columns]","[102.0, 109.0, 116.0, 86.0]",0.6666666666666666,0.017777777777777778
375,15,15,0.0,50000,10,proportional,25,"           0                 geometry  comuna    values   sigma_i  region
20993  20993  POINT (123.919 123.100)       0 -0.178775  1.048444       9
9807    9807  POINT (108.996 135.746)       0 -0.178775  1.048444       9
29379  29379  POINT (138.893 136.108)       0 -0.178775  1.048444       9
38023  38023  POINT (149.502 134.011)       0 -0.178775  1.048444       9
18222  18222  POINT (107.826 157.274)       0 -0.178775  1.048444       9
...      ...                      ...     ...       ...       ...     ...
33164  33164   POINT (146.846 98.933)       9  1.327063  0.944095       0
25164  25164   POINT (142.126 99.111)       9  1.327063  0.944095       0
32340  32340   POINT (148.382 60.878)       9  1.327063  0.944095       0
37756  37756   POINT (131.305 77.986)       9  1.327063  0.944095       0
21226  21226   POINT (129.705 97.393)       9  1.327063  0.944095       0

[416 rows x 6 columns]","[48.0, 20.0, 30.0, 30.0, 20.0, 23.0, 18.0, 24.0, 17.0, 18.0, 18.0, 14.0]",0.1111111111111111,0.05333333333333334
376,15,15,0.0,50000,10,proportional,30,"           0                 geometry  comuna    values  sigma_i  region
30063  30063  POINT (130.673 127.610)       0  0.205553  1.01184       9
21898  21898  POINT (134.423 127.362)       0  0.205553  1.01184       9
46160  46160  POINT (112.363 146.266)       0  0.205553  1.01184       9
4177    4177  POINT (144.868 128.196)       0  0.205553  1.01184       0
46236  46236  POINT (132.328 113.003)       0  0.205553  1.01184       0
...      ...                      ...     ...       ...      ...     ...
32495  32495   POINT (143.928 69.390)       9  0.139268  1.10405      10
1215    1215   POINT (147.577 64.334)       9  0.139268  1.10405      10
18219  18219  POINT (138.432 108.308)       9  0.139268  1.10405      10
41623  41623  POINT (123.973 106.787)       9  0.139268  1.10405      10
39262  39262   POINT (148.680 86.318)       9  0.139268  1.10405      10

[431 rows x 6 columns]","[21.0, 23.0, 23.0, 23.0, 28.0, 25.0, 23.0, 23.0, 32.0, 45.0, 23.0]",0.13333333333333333,0.04888888888888889
377,15,15,0.0,50000,10,proportional,50,"           0                 geometry  comuna    values   sigma_i  region
4999    4999  POINT (131.234 156.228)       0  0.187796  1.040897       2
13243  13243  POINT (131.253 137.428)       0  0.187796  1.040897       2
18888  18888  POINT (121.643 122.406)       0  0.187796  1.040897       2
49168  49168  POINT (119.378 139.264)       0  0.187796  1.040897       2
28582  28582  POINT (147.025 110.530)       0  0.187796  1.040897       2
...      ...                      ...     ...       ...       ...     ...
13315  13315  POINT (116.103 105.166)       9  0.510981  0.874748       3
6453    6453  POINT (143.836 108.691)       9  0.510981  0.874748       3
5527    5527   POINT (131.756 64.177)       9  0.510981  0.874748       3
11680  11680   POINT (113.987 62.692)       9  0.510981  0.874748       3
33742  33742   POINT (112.165 82.368)       9  0.510981  0.874748       3

[404 rows x 6 columns]","[37.0, 63.0, 57.0, 42.0, 69.0]",0.2222222222222222,0.022222222222222223
378,15,15,0.0,50000,10,proportional,100,"           0                 geometry  comuna    values   sigma_i  region
12249  12249  POINT (101.764 130.124)       0 -2.350990  0.957353       2
11749  11749  POINT (138.829 139.974)       0 -2.350990  0.957353       2
7910    7910  POINT (117.328 112.066)       0 -2.350990  0.957353       2
31849  31849  POINT (129.004 118.833)       0 -2.350990  0.957353       2
8898    8898  POINT (128.793 139.005)       0 -2.350990  0.957353       2
...      ...                      ...     ...       ...       ...     ...
22027  22027   POINT (135.897 73.770)       9  0.664798  0.889607       1
34036  34036   POINT (118.996 66.147)       9  0.664798  0.889607       1
29358  29358  POINT (144.770 105.403)       9  0.664798  0.889607       1
27057  27057   POINT (132.288 87.896)       9  0.664798  0.889607       1
11721  11721   POINT (124.057 90.181)       9  0.664798  0.889607       1

[437 rows x 6 columns]","[85.0, 120.0, 86.0]",0.4444444444444444,0.013333333333333334
379,15,15,0.0,50000,10,proportional,150,"           0                 geometry  comuna    values   sigma_i  region
37005  37005  POINT (146.038 121.683)       0  0.032801  1.328483       1
21824  21824  POINT (120.468 136.293)       0  0.032801  1.328483       1
41761  41761  POINT (115.319 116.148)       0  0.032801  1.328483       1
27236  27236  POINT (103.870 133.092)       0  0.032801  1.328483       1
32409  32409  POINT (123.427 150.699)       0  0.032801  1.328483       1
...      ...                      ...     ...       ...       ...     ...
34611  34611   POINT (110.529 82.815)       9 -0.494448  1.316017       0
17042  17042   POINT (119.940 96.509)       9 -0.494448  1.316017       0
5016    5016   POINT (128.628 68.465)       9 -0.494448  1.316017       0
13450  13450  POINT (145.859 108.788)       9 -0.494448  1.316017       0
24728  24728   POINT (112.155 88.593)       9 -0.494448  1.316017       0

[412 rows x 6 columns]","[160.0, 113.0]",0.6666666666666666,0.008888888888888889
380,15,15,0.0,50000,15,neyman,25,"           0                    geometry  comuna    values   sigma_i  region
23252  23252   POINT (98.20573 21.20054)       0  1.197339  0.956969      18
49238  49238   POINT (86.45218 55.72379)       0  1.197339  0.956969      18
21988  21988   POINT (71.00436 45.90328)       0  1.197339  0.956969      18
3309    3309   POINT (77.52878 40.30612)       0  1.197339  0.956969      18
16188  16188  POINT (100.45459 43.84335)       0  1.197339  0.956969      17
...      ...                         ...     ...       ...       ...     ...
13006  13006   POINT (56.00663 13.63750)      14  0.236214  1.267164      19
44999  44999   POINT (46.22068 36.00347)      14  0.236214  1.267164      19
11123  11123   POINT (75.17949 11.80907)      14  0.236214  1.267164      19
40051  40051   POINT (46.20050 34.38007)      14  0.236214  1.267164      19
46999  46999   POINT (56.13423 41.46179)      14  0.236214  1.267164       1

[730 rows x 6 columns]","[16.0, 24.0, 18.0, 13.0, 24.0, 21.0, 28.0, 14.0, 23.0, 18.0, 15.0, 16.0, 16.0, 16.0, 28.0, 14.0, 17.0, 22.0, 17.0, 17.0, 14.0]",0.1111111111111111,0.09333333333333334
381,15,15,0.0,50000,15,neyman,30,"           0                   geometry  comuna    values   sigma_i  region
6754    6754  POINT (81.97849 28.89684)       0 -0.373885  1.010906       3
25888  25888  POINT (82.44691 39.12229)       0 -0.373885  1.010906       3
15297  15297  POINT (79.23821 29.50571)       0 -0.373885  1.010906       3
26903  26903  POINT (71.84141 22.62078)       0 -0.373885  1.010906       3
35889  35889  POINT (70.44785 44.13026)       0 -0.373885  1.010906       3
...      ...                        ...     ...       ...       ...     ...
30739  30739  POINT (65.60721 47.81829)      14 -0.679399  0.739780       4
40512  40512  POINT (61.09537 16.63461)      14 -0.679399  0.739780       4
29046  29046  POINT (69.56003 45.31691)      14 -0.679399  0.739780       4
35109  35109  POINT (40.71334 14.68129)      14 -0.679399  0.739780       4
30340  30340  POINT (47.33235 19.60946)      14 -0.679399  0.739780       4

[713 rows x 6 columns]","[18.0, 20.0, 25.0, 19.0, 30.0, 24.0, 25.0, 25.0, 14.0, 20.0, 24.0, 22.0, 20.0, 26.0, 26.0, 16.0, 23.0]",0.13333333333333333,0.07555555555555556
