,sample,T,rho
1068,22.0,25,-0.9
1069,19.0,25,-0.9
1070,47.0,25,-0.9
1071,37.0,25,-0.9
1072,35.0,25,-0.9
1073,26.0,25,-0.9
1074,14.0,25,-0.9
1075,15.0,25,-0.9
1076,53.0,25,-0.9
1077,49.0,25,-0.9
1078,44.0,25,-0.9
1079,31.0,25,-0.9
1080,19.0,25,-0.9
1081,18.0,25,-0.9
1082,18.0,25,-0.9
1083,15.0,25,-0.9
1084,37.0,25,-0.9
1085,45.0,25,-0.9
1086,45.0,25,-0.9
1087,48.0,25,-0.9
1088,19.0,25,-0.9
1089,24.0,25,-0.9
1090,27.0,25,-0.9
1091,30.0,25,-0.9
1092,19.0,25,-0.9
1093,19.0,25,-0.9
1094,60.0,25,-0.9
1095,45.0,25,-0.9
1096,44.0,25,-0.9
1097,14.0,25,-0.9
1098,14.0,25,-0.9
1099,8.0,25,-0.9
1100,6.0,25,-0.9
1101,12.0,25,-0.9
1102,13.0,25,-0.9
1103,17.0,25,-0.9
1104,30.0,25,-0.9
1105,32.0,25,-0.9
1106,10.0,25,-0.9
1107,13.0,25,-0.9
1108,12.0,25,-0.9
1109,7.0,25,-0.9
1110,20.0,25,-0.9
1111,47.0,25,-0.9
1112,55.0,25,-0.9
1113,115.0,25,-0.9
1114,96.0,25,-0.9
1115,96.0,25,-0.9
1116,78.0,25,-0.9
1117,102.0,25,-0.9
1118,90.0,25,-0.9
1119,28.0,25,-0.9
1120,39.0,25,-0.9
1121,50.0,25,-0.9
1122,49.0,25,-0.9
1123,148.0,25,-0.9
1124,94.0,25,-0.9
1125,80.0,25,-0.9
1126,53.0,25,-0.9
1127,48.0,25,-0.9
1128,46.0,25,-0.9
1129,24.0,25,-0.9
1130,19.0,25,-0.9
1131,23.0,25,-0.9
1132,27.0,25,-0.9
1133,87.0,25,-0.9
1134,90.0,25,-0.9
1135,87.0,25,-0.9
1136,20.0,25,-0.9
1137,20.0,25,-0.9
1138,20.0,25,-0.9
1139,8.0,25,-0.9
1140,8.0,25,-0.9
1141,7.0,25,-0.9
1142,9.0,25,-0.9
1143,36.0,25,-0.9
1144,9.0,25,-0.9
1145,26.0,25,-0.9
1146,21.0,25,-0.9
1147,43.0,25,-0.9
1148,27.0,25,-0.9
1149,19.0,25,-0.9
1150,28.0,25,-0.9
1151,57.0,25,-0.9
1152,26.0,25,-0.9
1153,31.0,25,-0.9
1154,27.0,25,-0.9
1155,34.0,25,-0.9
1156,20.0,25,-0.9
1157,11.0,25,-0.9
1158,11.0,25,-0.9
1159,11.0,25,-0.9
1160,10.0,25,-0.9
1161,10.0,25,-0.9
1162,9.0,25,-0.9
1163,11.0,25,-0.9
1164,7.0,25,-0.9
1165,5.0,25,-0.9
1166,6.0,25,-0.9
1167,5.0,25,-0.9
1168,5.0,25,-0.9
1169,21.0,25,-0.9
1170,16.0,25,-0.9
1171,24.0,25,-0.9
1172,16.0,25,-0.9
1173,19.0,25,-0.9
1174,19.0,25,-0.9
1175,21.0,25,-0.9
1176,18.0,25,-0.9
1177,27.0,25,-0.9
1178,30.0,25,-0.9
1179,21.0,25,-0.9
1180,25.0,25,-0.9
1181,22.0,25,-0.9
1182,23.0,25,-0.9
1183,21.0,25,-0.9
1184,38.0,25,-0.9
1185,24.0,25,-0.9
1186,32.0,25,-0.9
1187,29.0,25,-0.9
1188,30.0,25,-0.9
1189,32.0,25,-0.9
1190,34.0,25,-0.9
1191,29.0,25,-0.9
1192,27.0,25,-0.9
1193,24.0,25,-0.9
1194,22.0,25,-0.9
1195,39.0,25,-0.9
1196,31.0,25,-0.9
1197,21.0,25,-0.9
1198,26.0,25,-0.9
1199,26.0,25,-0.9
1200,22.0,25,-0.9
1201,20.0,25,-0.9
1202,26.0,25,-0.9
1203,19.0,25,-0.9
1204,8.0,25,-0.9
1205,7.0,25,-0.9
1206,7.0,25,-0.9
1207,6.0,25,-0.9
1208,7.0,25,-0.9
1209,11.0,25,-0.9
1210,26.0,25,-0.9
1211,24.0,25,-0.9
1212,25.0,25,-0.9
1213,25.0,25,-0.9
1214,19.0,25,-0.9
1215,15.0,25,-0.9
1216,13.0,25,-0.9
1217,18.0,25,-0.9
1218,15.0,25,-0.9
1219,32.0,25,-0.9
1220,17.0,25,-0.9
1221,10.0,25,-0.9
1222,13.0,25,-0.9
1223,9.0,25,-0.9
1224,10.0,25,-0.9
1225,18.0,25,-0.9
1226,21.0,25,-0.9
1227,39.0,25,-0.9
1228,27.0,25,-0.9
1229,25.0,25,-0.9
1230,9.0,25,-0.9
1231,9.0,25,-0.9
1232,17.0,25,-0.9
1233,11.0,25,-0.9
1234,11.0,25,-0.9
1235,13.0,25,-0.9
1236,10.0,25,-0.9
1237,30.0,25,-0.9
1238,12.0,25,-0.9
1239,14.0,25,-0.9
1240,13.0,25,-0.9
1241,13.0,25,-0.9
1242,16.0,25,-0.9
1243,21.0,25,-0.9
1244,17.0,25,-0.9
1245,28.0,25,-0.9
1246,20.0,25,-0.9
1247,17.0,25,-0.9
1248,16.0,25,-0.9
1249,15.0,25,-0.9
1250,31.0,25,-0.9
1251,15.0,25,-0.9
1252,28.0,25,-0.9
1253,18.0,25,-0.9
1254,18.0,25,-0.9
1255,23.0,25,-0.9
1256,25.0,25,-0.9
1257,22.0,25,-0.9
1258,21.0,25,-0.9
1259,25.0,25,-0.9
1260,18.0,25,-0.9
1261,18.0,25,-0.9
1262,23.0,25,-0.9
1263,18.0,25,-0.9
1264,26.0,25,-0.9
1265,20.0,25,-0.9
1266,27.0,25,-0.9
1267,26.0,25,-0.9
1268,17.0,25,-0.9
1269,17.0,25,-0.9
1270,12.0,25,-0.9
1271,21.0,25,-0.9
1272,17.0,25,-0.9
1273,18.0,25,-0.9
1274,14.0,25,-0.9
1275,13.0,25,-0.9
1276,19.0,25,-0.9
1277,14.0,25,-0.9
1278,20.0,25,-0.9
1279,21.0,25,-0.9
1280,13.0,25,-0.9
1281,16.0,25,-0.9
1282,16.0,25,-0.9
1283,18.0,25,-0.9
1284,23.0,25,-0.9
1285,21.0,25,-0.9
1286,19.0,25,-0.9
1287,21.0,25,-0.9
1288,15.0,25,-0.9
1289,16.0,25,-0.9
1290,20.0,25,-0.9
1291,19.0,25,-0.9
1292,16.0,25,-0.9
1293,34.0,25,-0.9
1294,20.0,25,-0.9
1295,16.0,25,-0.9
1296,16.0,25,-0.9
1297,27.0,25,-0.9
1298,15.0,25,-0.9
1299,15.0,25,-0.9
1300,24.0,25,-0.9
1301,19.0,25,-0.9
1302,26.0,25,-0.9
1303,16.0,25,-0.9
1304,22.0,25,-0.9
1305,16.0,25,-0.9
1306,19.0,25,-0.9
1307,18.0,25,-0.9
1308,15.0,25,-0.9
1309,25.0,25,-0.9
1310,24.0,25,-0.9
1311,19.0,25,-0.9
1312,14.0,25,-0.9
1313,12.0,25,-0.9
1314,15.0,25,-0.9
1315,14.0,25,-0.9
1316,14.0,25,-0.9
1317,18.0,25,-0.9
1318,30.0,25,-0.9
1319,18.0,25,-0.9
1320,18.0,25,-0.9
1321,25.0,25,-0.9
1322,19.0,25,-0.9
1323,17.0,25,-0.9
1324,12.0,25,-0.9
1325,19.0,25,-0.9
1326,17.0,25,-0.9
1327,15.0,25,-0.9
1328,32.0,25,-0.9
1329,19.0,25,-0.9
1330,28.0,25,-0.9
1331,22.0,25,-0.9
1332,20.0,25,-0.9
1333,24.0,25,-0.9
1334,23.0,25,-0.9
1335,25.0,25,-0.9
1336,17.0,25,-0.9
1337,16.0,25,-0.9
1338,22.0,25,-0.9
1339,22.0,25,-0.9
1340,19.0,25,-0.9
1341,18.0,25,-0.9
1342,21.0,25,-0.9
1343,16.0,25,-0.9
1344,22.0,25,-0.9
1345,26.0,25,-0.9
1346,19.0,25,-0.9
1347,17.0,25,-0.9
1348,13.0,25,-0.9
1349,20.0,25,-0.9
1350,15.0,25,-0.9
1351,20.0,25,-0.9
1352,32.0,25,-0.9
1353,16.0,25,-0.9
1354,21.0,25,-0.9
1355,17.0,25,-0.9
1356,13.0,25,-0.9
1357,29.0,25,-0.9
1358,24.0,25,-0.9
1359,16.0,25,-0.9
1360,13.0,25,-0.9
1361,19.0,25,-0.9
1362,37.0,25,-0.9
1363,14.0,25,-0.9
1364,12.0,25,-0.9
1365,34.0,25,-0.9
1366,20.0,25,-0.9
1367,25.0,25,-0.9
1368,30.0,25,-0.9
1369,14.0,25,-0.9
1370,25.0,25,-0.9
1371,22.0,25,-0.9
1372,26.0,25,-0.9
1373,23.0,25,-0.9
1374,25.0,25,-0.9
1375,14.0,25,-0.9
1376,26.0,25,-0.9
1377,22.0,25,-0.9
1378,27.0,25,-0.9
1379,22.0,25,-0.9
1380,22.0,25,-0.9
1381,16.0,25,-0.9
1382,19.0,25,-0.9
1383,15.0,25,-0.9
1384,28.0,25,-0.9
1385,29.0,25,-0.9
1386,17.0,25,-0.9
1387,22.0,25,-0.9
1388,28.0,25,-0.9
1389,25.0,25,-0.9
1390,39.0,25,-0.9
1391,30.0,25,-0.9
1392,14.0,25,-0.9
1393,25.0,25,-0.9
1394,20.0,25,-0.9
1395,38.0,25,-0.9
1396,14.0,25,-0.9
1397,15.0,25,-0.9
1398,18.0,25,-0.9
1399,23.0,25,-0.9
1400,21.0,25,-0.9
1401,23.0,25,-0.9
1402,16.0,25,-0.9
1403,37.0,25,-0.9
1404,38.0,25,-0.9
1405,16.0,25,-0.9
1406,28.0,25,-0.9
1407,22.0,25,-0.9
1408,26.0,25,-0.9
1409,22.0,25,-0.9
1410,21.0,25,-0.9
1411,25.0,25,-0.9
1412,31.0,25,-0.9
1413,18.0,25,-0.9
1414,22.0,25,-0.9
1415,25.0,25,-0.9
1416,23.0,25,-0.9
1417,20.0,25,-0.9
1418,20.0,25,-0.9
1419,21.0,25,-0.9
1420,25.0,25,-0.9
1421,18.0,25,-0.9
1422,19.0,25,-0.9
1423,18.0,25,-0.9
1424,10.0,25,-0.9
1425,15.0,25,-0.9
1426,12.0,25,-0.9
1427,10.0,25,-0.9
1428,11.0,25,-0.9
1429,14.0,25,-0.9
1430,15.0,25,-0.9
1431,14.0,25,-0.9
1432,13.0,25,-0.9
1433,14.0,25,-0.9
1434,13.0,25,-0.9
1435,9.0,25,-0.9
1436,8.0,25,-0.9
1437,9.0,25,-0.9
1438,11.0,25,-0.9
1439,14.0,25,-0.9
1440,18.0,25,-0.9
1441,16.0,25,-0.9
1442,15.0,25,-0.9
1443,16.0,25,-0.9
1444,16.0,25,-0.9
1445,13.0,25,-0.9
1446,16.0,25,-0.9
1447,21.0,25,-0.9
1448,13.0,25,-0.9
1449,15.0,25,-0.9
1450,28.0,25,-0.9
1451,15.0,25,-0.9
1452,20.0,25,-0.9
1453,19.0,25,-0.9
1454,22.0,25,-0.9
1455,19.0,25,-0.9
1456,20.0,25,-0.9
1457,23.0,25,-0.9
1458,19.0,25,-0.9
1459,44.0,25,-0.9
1460,20.0,25,-0.9
1461,25.0,25,-0.9
1462,15.0,25,-0.9
1463,17.0,25,-0.9
1464,15.0,25,-0.9
1465,13.0,25,-0.9
1466,16.0,25,-0.9
1467,16.0,25,-0.9
1468,16.0,25,-0.9
1469,25.0,25,-0.9
1470,14.0,25,-0.9
1471,33.0,25,-0.9
1472,16.0,25,-0.9
1473,19.0,25,-0.9
1474,10.0,25,-0.9
1475,13.0,25,-0.9
1476,18.0,25,-0.9
1477,30.0,25,-0.9
1478,18.0,25,-0.9
1479,16.0,25,-0.9
1480,33.0,25,-0.9
1481,29.0,25,-0.9
1482,12.0,25,-0.9
1483,13.0,25,-0.9
1484,36.0,25,-0.9
1485,22.0,25,-0.9
1486,20.0,25,-0.9
1487,18.0,25,-0.9
1488,22.0,25,-0.9
1489,32.0,25,-0.9
1490,21.0,25,-0.9
1491,25.0,25,-0.9
1492,11.0,25,-0.9
1493,14.0,25,-0.9
1494,21.0,25,-0.9
1495,12.0,25,-0.9
1496,61.0,25,-0.9
1497,22.0,25,-0.9
1498,25.0,25,-0.9
1499,20.0,25,-0.9
1500,16.0,25,-0.9
1501,16.0,25,-0.9
1502,12.0,25,-0.9
1503,13.0,25,-0.9
1504,25.0,25,-0.9
1505,18.0,25,-0.9
1506,20.0,25,-0.9
1507,17.0,25,-0.9
1508,18.0,25,-0.9
1509,16.0,25,-0.9
1510,28.0,25,-0.9
1511,17.0,25,-0.9
1512,41.0,25,-0.9
1513,12.0,25,-0.9
1514,24.0,25,-0.9
1515,15.0,25,-0.9
1516,20.0,25,-0.9
1517,25.0,25,-0.9
1518,17.0,25,-0.9
1519,21.0,25,-0.9
1520,17.0,25,-0.9
1521,21.0,25,-0.9
1522,30.0,25,-0.9
1523,11.0,25,-0.9
1524,26.0,25,-0.9
1525,13.0,25,-0.9
1526,28.0,25,-0.9
1527,16.0,25,-0.9
1528,25.0,25,-0.9
1529,24.0,25,-0.9
1530,23.0,25,-0.9
1531,44.0,25,-0.9
1532,18.0,25,-0.9
1533,19.0,25,-0.9
1534,21.0,25,-0.9
1535,17.0,25,-0.9
1536,23.0,25,-0.9
1537,21.0,25,-0.9
1538,24.0,25,-0.9
1539,22.0,25,-0.9
1540,24.0,25,-0.9
1541,20.0,25,-0.9
1542,51.0,25,-0.9
1543,15.0,25,-0.9
1544,13.0,25,-0.9
1545,14.0,25,-0.9
1546,11.0,25,-0.9
1547,30.0,25,-0.9
1548,29.0,25,-0.9
1549,19.0,25,-0.9
1550,20.0,25,-0.9
1551,18.0,25,-0.9
1552,18.0,25,-0.9
1553,28.0,25,-0.9
1554,14.0,25,-0.9
1555,16.0,25,-0.9
1556,19.0,25,-0.9
1557,23.0,25,-0.9
1558,11.0,25,-0.9
1559,22.0,25,-0.9
1560,11.0,25,-0.9
1561,13.0,25,-0.9
1562,18.0,25,-0.9
1563,19.0,25,-0.9
1564,16.0,25,-0.9
1565,12.0,25,-0.9
1566,22.0,25,-0.9
1567,32.0,25,-0.9
1568,22.0,25,-0.9
1569,26.0,25,-0.9
1570,22.0,25,-0.9
1571,19.0,25,-0.9
1572,19.0,25,-0.9
1573,19.0,25,-0.9
1574,15.0,25,-0.9
1575,30.0,25,-0.9
1576,13.0,25,-0.9
1577,22.0,25,-0.9
1578,18.0,25,-0.9
1579,17.0,25,-0.9
1580,18.0,25,-0.9
1581,15.0,25,-0.9
1582,26.0,25,-0.9
1583,15.0,25,-0.9
1584,20.0,25,-0.9
1585,15.0,25,-0.9
1586,21.0,25,-0.9
1587,20.0,25,-0.9
1588,19.0,25,-0.9
1589,25.0,25,-0.9
1590,9.0,25,-0.9
1591,19.0,25,-0.9
1592,22.0,25,-0.9
1593,23.0,25,-0.9
1594,11.0,25,-0.9
1595,18.0,25,-0.9
1596,18.0,25,-0.9
1597,25.0,25,-0.9
1598,12.0,25,-0.9
1599,13.0,25,-0.9
1600,12.0,25,-0.9
1601,11.0,25,-0.9
1602,10.0,25,-0.9
1603,15.0,25,-0.9
1604,12.0,25,-0.9
1605,21.0,25,-0.9
1606,11.0,25,-0.9
1607,28.0,25,-0.9
1608,18.0,25,-0.9
1609,19.0,25,-0.9
1610,30.0,25,-0.9
1611,26.0,25,-0.9
1612,19.0,25,-0.9
1613,21.0,25,-0.9
1614,17.0,25,-0.9
1615,19.0,25,-0.9
1616,8.0,25,-0.9
1617,26.0,25,-0.9
1618,17.0,25,-0.9
1619,20.0,25,-0.9
1620,14.0,25,-0.9
1621,22.0,25,-0.9
1622,27.0,25,-0.9
1623,25.0,25,-0.9
1624,11.0,25,-0.9
1625,11.0,25,-0.9
1626,20.0,25,-0.9
1627,15.0,25,-0.9
1628,20.0,25,-0.9
1629,26.0,25,-0.9
1630,12.0,25,-0.9
1631,26.0,25,-0.9
1632,28.0,25,-0.9
1633,17.0,25,-0.9
1634,14.0,25,-0.9
1635,29.0,25,-0.9
1636,25.0,25,-0.9
1637,12.0,25,-0.9
1638,16.0,25,-0.9
1639,20.0,25,-0.9
1640,29.0,25,-0.9
1641,21.0,25,-0.9
1642,11.0,25,-0.9
1643,26.0,25,-0.9
1644,38.0,25,-0.9
1645,33.0,25,-0.9
1646,19.0,25,-0.9
1647,35.0,25,-0.9
1648,8.0,25,-0.9
1649,21.0,25,-0.9
1650,34.0,25,-0.9
1651,13.0,25,-0.9
1652,26.0,25,-0.9
1653,25.0,25,-0.9
1654,26.0,25,-0.9
1655,28.0,25,-0.9
1656,19.0,25,-0.9
1657,23.0,25,-0.9
1658,23.0,25,-0.9
1659,11.0,25,-0.9
1660,22.0,25,-0.9
1661,13.0,25,-0.9
1662,19.0,25,-0.9
1663,24.0,25,-0.9
1664,12.0,25,-0.9
1665,23.0,25,-0.9
1666,39.0,25,-0.9
1667,22.0,25,-0.9
1668,15.0,25,-0.9
1669,24.0,25,-0.9
1670,21.0,25,-0.9
1671,31.0,25,-0.9
1672,21.0,25,-0.9
1673,18.0,25,-0.9
1674,16.0,25,-0.9
1675,13.0,25,-0.9
1676,24.0,25,-0.9
1677,16.0,25,-0.9
1678,23.0,25,-0.9
1679,8.0,25,-0.9
1680,12.0,25,-0.9
1681,18.0,25,-0.9
1682,24.0,25,-0.9
1683,16.0,25,-0.9
1684,20.0,25,-0.9
1685,14.0,25,-0.9
1686,35.0,25,-0.9
1687,16.0,25,-0.9
1688,13.0,25,-0.9
1689,20.0,25,-0.9
1690,13.0,25,-0.9
1691,15.0,25,-0.9
1692,20.0,25,-0.9
1693,24.0,25,-0.9
1694,12.0,25,-0.9
1695,22.0,25,-0.9
1696,15.0,25,-0.9
1697,27.0,25,-0.9
1698,22.0,25,-0.9
1699,15.0,25,-0.9
1700,39.0,25,-0.9
1701,32.0,25,-0.9
1702,19.0,25,-0.9
1703,25.0,25,-0.9
1704,26.0,25,-0.9
1705,15.0,25,-0.9
1706,9.0,25,-0.9
1707,13.0,25,-0.9
1708,34.0,25,-0.9
1709,21.0,25,-0.9
1710,25.0,25,-0.9
1711,25.0,25,-0.9
1712,22.0,25,-0.9
1713,10.0,25,-0.9
1714,37.0,25,-0.9
1715,25.0,25,-0.9
1716,42.0,25,-0.9
1717,13.0,25,-0.9
1718,12.0,25,-0.9
1719,19.0,25,-0.9
1720,26.0,25,-0.9
1721,24.0,25,-0.9
1722,25.0,25,-0.9
1723,23.0,25,-0.9
1724,12.0,25,-0.9
1725,20.0,25,-0.9
1726,32.0,25,-0.9
1727,20.0,25,-0.9
1728,21.0,25,-0.9
1729,18.0,25,-0.9
1730,26.0,25,-0.9
1731,17.0,25,-0.9
1732,16.0,25,-0.9
1733,18.0,25,-0.9
1734,12.0,25,-0.9
1735,29.0,25,-0.9
1736,29.0,25,-0.9
1737,13.0,25,-0.9
1738,20.0,25,-0.9
1739,13.0,25,-0.9
1740,25.0,25,-0.9
1741,23.0,25,-0.9
1742,14.0,25,-0.9
1743,22.0,25,-0.9
1744,10.0,25,-0.9
1745,13.0,25,-0.9
1746,14.0,25,-0.9
1747,56.0,25,-0.9
1748,27.0,25,-0.9
1749,35.0,25,-0.9
1750,33.0,25,-0.9
1751,18.0,25,-0.9
1752,13.0,25,-0.9
1753,20.0,25,-0.9
1754,19.0,25,-0.9
1755,27.0,25,-0.9
1756,15.0,25,-0.9
1757,19.0,25,-0.9
1758,19.0,25,-0.9
1759,24.0,25,-0.9
1760,20.0,25,-0.9
1761,43.0,25,-0.9
1762,28.0,25,-0.9
1763,18.0,25,-0.9
1764,14.0,25,-0.9
1765,23.0,25,-0.9
1766,16.0,25,-0.9
1767,17.0,25,-0.9
1768,9.0,25,-0.9
1769,23.0,25,-0.9
1770,18.0,25,-0.9
1771,32.0,25,-0.9
1772,20.0,25,-0.9
1773,14.0,25,-0.9
1774,14.0,25,-0.9
1775,19.0,25,-0.9
1776,42.0,25,-0.9
1777,16.0,25,-0.9
1778,17.0,25,-0.9
1779,19.0,25,-0.9
1780,21.0,25,-0.9
1781,17.0,25,-0.9
1782,23.0,25,-0.9
1783,31.0,25,-0.9
1784,13.0,25,-0.9
1785,21.0,25,-0.9
1786,20.0,25,-0.9
1787,16.0,25,-0.9
1788,16.0,25,-0.9
1789,18.0,25,-0.9
1790,29.0,25,-0.9
1791,20.0,25,-0.9
1792,21.0,25,-0.9
1793,16.0,25,-0.9
1794,22.0,25,-0.9
1795,13.0,25,-0.9
1796,18.0,25,-0.9
1797,20.0,25,-0.9
1798,19.0,25,-0.9
1799,19.0,25,-0.9
1800,24.0,25,-0.9
1801,19.0,25,-0.9
1802,18.0,25,-0.9
1803,10.0,25,-0.9
1804,15.0,25,-0.9
1805,21.0,25,-0.9
1806,13.0,25,-0.9
1807,12.0,25,-0.9
1808,20.0,25,-0.9
1809,21.0,25,-0.9
1810,14.0,25,-0.9
1811,18.0,25,-0.9
1812,16.0,25,-0.9
1813,18.0,25,-0.9
1814,16.0,25,-0.9
1815,21.0,25,-0.9
1816,24.0,25,-0.9
1817,23.0,25,-0.9
1818,15.0,25,-0.9
1819,23.0,25,-0.9
1820,20.0,25,-0.9
1821,17.0,25,-0.9
1822,22.0,25,-0.9
1823,21.0,25,-0.9
1824,14.0,25,-0.9
1825,27.0,25,-0.9
1826,20.0,25,-0.9
1827,17.0,25,-0.9
1828,14.0,25,-0.9
1829,20.0,25,-0.9
1830,18.0,25,-0.9
1831,32.0,25,-0.9
1832,18.0,25,-0.9
1833,19.0,25,-0.9
1834,12.0,25,-0.9
1835,23.0,25,-0.9
1836,21.0,25,-0.9
1837,12.0,25,-0.9
1838,19.0,25,-0.9
1839,18.0,25,-0.9
1840,19.0,25,-0.9
1841,21.0,25,-0.9
1842,11.0,25,-0.9
1843,20.0,25,-0.9
1844,15.0,25,-0.9
1845,12.0,25,-0.9
1846,20.0,25,-0.9
1847,17.0,25,-0.9
1848,19.0,25,-0.9
1849,18.0,25,-0.9
1850,17.0,25,-0.9
1851,11.0,25,-0.9
1852,25.0,25,-0.9
1853,19.0,25,-0.9
1854,20.0,25,-0.9
1855,15.0,25,-0.9
1856,32.0,25,-0.9
1857,19.0,25,-0.9
1858,25.0,25,-0.9
1859,19.0,25,-0.9
1860,14.0,25,-0.9
1861,25.0,25,-0.9
1862,21.0,25,-0.9
1863,14.0,25,-0.9
1864,22.0,25,-0.9
1865,21.0,25,-0.9
1866,24.0,25,-0.9
1867,29.0,25,-0.9
1868,22.0,25,-0.9
1869,38.0,25,-0.9
1870,22.0,25,-0.9
1871,22.0,25,-0.9
1872,19.0,25,-0.9
1873,31.0,25,-0.9
1874,19.0,25,-0.9
1875,25.0,25,-0.9
1876,21.0,25,-0.9
1877,19.0,25,-0.9
1878,22.0,25,-0.9
1879,18.0,25,-0.9
1880,20.0,25,-0.9
1881,14.0,25,-0.9
1882,32.0,25,-0.9
1883,32.0,25,-0.9
1884,14.0,25,-0.9
1885,19.0,25,-0.9
1886,19.0,25,-0.9
1887,27.0,25,-0.9
1888,15.0,25,-0.9
1889,19.0,25,-0.9
1890,20.0,25,-0.9
1891,22.0,25,-0.9
1892,27.0,25,-0.9
1893,28.0,25,-0.9
1894,16.0,25,-0.9
1895,17.0,25,-0.9
1896,20.0,25,-0.9
1897,29.0,25,-0.9
1898,20.0,25,-0.9
1899,21.0,25,-0.9
1900,19.0,25,-0.9
1901,14.0,25,-0.9
1902,23.0,25,-0.9
1903,24.0,25,-0.9
1904,26.0,25,-0.9
1905,29.0,25,-0.9
1906,33.0,25,-0.9
1907,22.0,25,-0.9
1908,17.0,25,-0.9
1909,22.0,25,-0.9
1910,16.0,25,-0.9
1911,18.0,25,-0.9
1912,26.0,25,-0.9
1913,22.0,25,-0.9
1914,21.0,25,-0.9
1915,20.0,25,-0.9
1916,22.0,25,-0.9
1917,13.0,25,-0.9
1918,21.0,25,-0.9
1919,33.0,25,-0.9
1920,12.0,25,-0.9
1921,20.0,25,-0.9
1922,32.0,25,-0.9
1923,27.0,25,-0.9
1924,26.0,25,-0.9
1925,12.0,25,-0.9
1926,17.0,25,-0.9
1927,22.0,25,-0.9
1928,21.0,25,-0.9
1929,42.0,25,-0.9
1930,26.0,25,-0.9
1931,13.0,25,-0.9
1932,25.0,25,-0.9
1933,18.0,25,-0.9
1934,22.0,25,-0.9
1935,13.0,25,-0.9
1936,17.0,25,-0.9
1937,21.0,25,-0.9
1938,18.0,25,-0.9
1939,17.0,25,-0.9
1940,14.0,25,-0.9
1941,16.0,25,-0.9
1942,16.0,25,-0.9
1943,17.0,25,-0.9
1944,11.0,25,-0.9
1945,12.0,25,-0.9
1946,11.0,25,-0.9
1947,12.0,25,-0.9
1948,10.0,25,-0.9
1949,21.0,25,-0.9
1950,17.0,25,-0.9
1951,19.0,25,-0.9
1952,17.0,25,-0.9
1953,18.0,25,-0.9
1954,18.0,25,-0.9
1955,20.0,25,-0.9
1956,15.0,25,-0.9
1957,13.0,25,-0.9
1958,13.0,25,-0.9
1959,12.0,25,-0.9
1960,13.0,25,-0.9
1961,14.0,25,-0.9
1962,13.0,25,-0.9
1963,22.0,25,-0.9
1964,24.0,25,-0.9
1965,28.0,25,-0.9
1966,14.0,25,-0.9
1967,22.0,25,-0.9
1968,19.0,25,-0.9
1969,22.0,25,-0.9
1970,16.0,25,-0.9
1971,15.0,25,-0.9
1972,25.0,25,-0.9
1973,15.0,25,-0.9
1974,15.0,25,-0.9
1975,19.0,25,-0.9
1976,20.0,25,-0.9
1977,18.0,25,-0.9
1978,19.0,25,-0.9
1979,22.0,25,-0.9
1980,16.0,25,-0.9
1981,26.0,25,-0.9
1982,23.0,25,-0.9
1983,13.0,25,-0.9
1984,14.0,25,-0.9
1985,13.0,25,-0.9
1986,11.0,25,-0.9
1987,16.0,25,-0.9
1988,11.0,25,-0.9
1989,22.0,25,-0.9
1990,29.0,25,-0.9
1991,17.0,25,-0.9
1992,24.0,25,-0.9
1993,40.0,25,-0.9
1994,18.0,25,-0.9
1995,19.0,25,-0.9
1996,18.0,25,-0.9
1997,21.0,25,-0.9
1998,23.0,25,-0.9
1999,15.0,25,-0.9
2000,20.0,25,-0.9
2001,28.0,25,-0.9
2002,30.0,25,-0.9
2003,14.0,25,-0.9
2004,14.0,25,-0.9
2005,30.0,25,-0.9
2006,19.0,25,-0.9
2007,25.0,25,-0.9
2008,22.0,25,-0.9
2009,27.0,25,-0.9
2010,24.0,25,-0.9
2011,19.0,25,-0.9
2012,28.0,25,-0.9
2013,32.0,25,-0.9
2014,22.0,25,-0.9
2015,12.0,25,-0.9
2016,22.0,25,-0.9
2017,22.0,25,-0.9
2018,20.0,25,-0.9
2019,15.0,25,-0.9
2020,26.0,25,-0.9
2021,10.0,25,-0.9
2022,28.0,25,-0.9
2023,16.0,25,-0.9
2024,20.0,25,-0.9
2025,26.0,25,-0.9
2026,19.0,25,-0.9
2027,13.0,25,-0.9
2028,23.0,25,-0.9
2029,18.0,25,-0.9
2030,23.0,25,-0.9
2031,23.0,25,-0.9
2032,20.0,25,-0.9
2033,20.0,25,-0.9
2034,18.0,25,-0.9
2035,15.0,25,-0.9
2036,22.0,25,-0.9
2037,17.0,25,-0.9
2038,17.0,25,-0.9
2039,18.0,25,-0.9
2040,32.0,25,-0.9
2041,21.0,25,-0.9
2042,30.0,25,-0.9
2043,19.0,25,-0.9
2044,31.0,25,-0.9
2045,12.0,25,-0.9
2046,25.0,25,-0.9
2047,14.0,25,-0.9
2048,22.0,25,-0.9
2049,19.0,25,-0.9
2050,23.0,25,-0.9
2051,18.0,25,-0.9
2052,17.0,25,-0.9
2053,26.0,25,-0.9
2054,23.0,25,-0.9
2055,21.0,25,-0.9
2056,15.0,25,-0.9
2057,25.0,25,-0.9
2058,22.0,25,-0.9
2059,27.0,25,-0.9
2060,19.0,25,-0.9
2061,22.0,25,-0.9
2062,22.0,25,-0.9
2063,19.0,25,-0.9
2064,22.0,25,-0.9
2065,15.0,25,-0.9
2066,21.0,25,-0.9
